WISEID,Answer,KIScore
136395,"In picture A, the house is absorbing and using heat. Also in picture A, the house is containing heat in an area.",3
136393,"The solar oven will let in the heat, but will trap the energy. It will bounce around heating the food. The oven acts the same way the atmosphere and greenhouse glass does. ",5
136408,"In picture A, it looks like the sun is being absorbed and is heating up the green house. In the description, it says, ""Picture Çƒ˙AÇƒ˘ shows a real greenhouse where light form the sun passes through the glass panels and heats the inside.  The glass panels of the greenhouse keep the heat energy from escaping.""",4
136421,"It is similar because, the glass on the solar oven keeps the energy inside.",4
136404,"I think picture A is similar to a solar oven because a oven needs heat to heat up, and the solar energy (heat) is passing through the greenhouse, heating the place up.",3
136420,A is similar because the heat is being bounced back at the plants. B is simular because the atmosphere is bouncing the heat back at the earth.,3
136414,"I said yes to picture A because it is bringing the light in and when you cook something, you want the light coming in. ",3
136392,"Picture A is the most similar because it shows heat getting absorbed in and trapped in there like an oven. For example, an oven needs to get heated up so it absorbs the energy it gets from sun radiation, then it gets trapped in there to heat something up.",4
136397,Both are similar because they both save energy and bothy make sure that it dose not escape.,5
136424,it is like a solar oven because it is a confined space that keeps the heat in. it also uses heat from the sun to heat it,2
136423,"The solar oven sucks in the energy from the sun, the glass in the green house does the same thing.",2
136403,"Both are similar, because in a solar oven the sun reflects, and that is what both pictures are doing. Picture A the sun is reflecting off of the plants, and picture B shows the sun reflecting off of the Earth.",3
136412,"they are both similar,because they are both reflecting light back into space.",4
136407,Heat goes in and energy from the sun is used.,3
136411,BECAUSE IT IS A SQUARE. IT TRAPS HEAT. KEEPS HEAT.,3
136402,The glass is like solar and conducts heat and go's on to the plants such as an oven would when cooking food.,2
136400,"Both pictures shoe that they attract heat, and they both have radients.",2
136406,"1.The solar oven reflect the sun beams like the green house


2.Same with the earth.",2
136405,I think this because both A and B models take in the heat and keep it there. Also in the oven it takes heat from the sun and traps it so it can cook the food inside. ,2
136416,becuase they both trap in heat,4
136409,The solar oven traps heat inside like the atmosphere.  The glass or plastic on a solar oven is like the glass on a greenhouse.,4
136398,"First off, picture B and A are similar to a solar oven because the Sun's rays keep bouncing up and down, like how you cook something in a solar oven. Another reason they are all alike is because they all collect the sun's rays and energy and they don't let it escape.",5
136418,In Picture B it looked more like a Solar Oven just by the way it looked and how the sun was bouncing off the Earth ,2
136399,the green house glass is giving the plants all they need to grow ,2
136417,I think picture a is similar because it has to deal with reflection.,2
136425,"Picture A is similar because it's trapping the energy and using it. In a solar oven, it is heating whatever is in it and in the greenhouse it is heating the plants to make it grow.",4
136394,"Yes, both are similar because it shows how light affects Earth, and how light is going back into outer space. ",3
136422,In picture A it looks like the heat of the sun is coming in and reflecting out of the house.,2
136410,because a solar oven gathers heat from he out side and traps it inside to make it hot. And in a green house the glass panels gather heat from the outside and trap it inside. Same way Earths atmosphere traps heat from the sun.,2
136396,Because the solar panel attracts heat the other picture does not ,2
136426,Cause they both attract rays like the solar oven. ,2
136413,"A and B are similar themselves,they both deal with gasses, and reflect energy and heat.",4
136453,"Since they are both reflecting the light back at the Earth, they are similar. ",4
136451,Picture a alsoreflects solar energy,3
136462,So the green house trapps the heat in the house like a oven heating food up. Just like that when you open the oven door the heat leaves to oven. Just like the green house. ,3
136481,"I choose this because I think that the plastic wrap of a solar oven is like the atmosphere and the glass of a greenhouse, trapping heat.",4
136460,One reason is that they are both trapping heat like a regular solar oven and even a regular oven. Another reason is they both reflect things off one another like an oven does giving a thing heat or in this case nutrients for the plants in the greenhouse.  ,3
136457,"1.) Once the sunlight shines through the glass panels/atmosphere (depending on scenario), the heat gets trapped within them. Warming up or keeping warm what ever is inside.",4
136459,The both look like they are contracting towards something.,2
136476,I chose A because the green room keeps the heat in the room. Also the other reason is that picture B is reflecting the suns raise. ,3
136456,"For one it traps the heat, and also is good at absorbing it.",3
136483,I chose yes picture A is similar because the solar panels are something you can use for a solar oven. Another reason is because it reflects the power beams away so the solar panel can do that but shine the power beams on the food instead of reflecting them in or out.,2
136463,"They are both similar because they attract the heat, and trap it. ",2
136450,"The heat is going in and can't find a way to escape.
It is warming up in the green house",3
136482,,1
136467,A solar oven is taking heat and trapping it inside of something.In the models you are taking heat and trapping it.,3
136454,"1.It shows that the glass keeps the heat from leaving and in a solar oven you also want that to happen.
2.The picture shows that there are white walls and they reflect light.",4
136465,Yes because it is collecting heat. Then the heat is stuck in the earth. ,3
136477,yes both are like the solar oven because they are both reflecting off something.,3
136468,"Yes they both look similar because 1. the earth's atmosphere is like the glass of the green house.
2. the sun reflects from the atmosphere and the sun reflects of the green house glass
",3
136461,I think a because the oven absorbs light just like the green house does and uses it to power things,3
136475,"Yes, picture B is similar because the earth is like the little house and the arrows are just like the plants.
",2
141559,well 1: like the ovens it lets out and takes heat so i think both are simalar. and 2: just like the diogram the bigger oven (earth) takes in more heat then the skinney one ( green house ),3
136485,,1
136452,"They are both heating up, and they are both using solar energy.",4
136471,"neather because the green house is letting heat in. 
and b isleting heat stay",2
136474,"A solar oven bounces heat off of reflective surfaces, like glass or aluminum foil.",2
141560,,1
136469,I think A is similar because the green hose keeps the heat in and I think a solar oven does to and besause they are both letting the sun shine into it.,4
141561,It looks like a solar oven because it has the top of the oven is the glass and the inside looks like a inside of an oven.,2
136480,Picture A is going into the Greenhouse. And picture B is reflecting out of the greenhouse.,2
136464,My reason it that a solar oven covers the thing it is cooking and applies heat and solar rays. And the two pictures show that the Green house and the Atmosphere is covering the earth and giving it solar rays at well. And that is my reasoning.,4
136455,"Yes,both pictures are quite similar because...
1.) The arrows represent the reflection sunlight bouncing off of Earth like the squiggly lines on picture 1
2.) The red squiggly lines in the greenhouse look like the arrows that are having the sun bouncing (reflecting) off of the Earth, sending it array to the Earth's Atmosphere.",4
136492,I think picture A is the like a solar oven because it's hitting the plants also picture B because the solar radiation is hitting the earth and is heating it up.,3
136500,"Two reasons are that one it says that the sun goes through the glass and heats the inside. My second reason is that the glass panels of the greenhouse is keeping in the heat, which is exactly what a oven does. ",3
136494,"The greenhouse is similar to a solar oven because the heat stays in the oven and doesn't go out. Also because, the heat is keeping something inside or on the greenhouse warm-like a solar oven does.",3
136495,They are like solar ovens because they absorb heat. They also hold things in heat up the things inside of them.,3
136499,"Picture A simalar to a solar oven because it shows the sun giving off heat, and the greenhouse glass is keeping it in. If it were a solar oven the heat that stays in would be starting to cook whatever is inside.",3
136489,"My two reasons are that both pictures show the area absorbing heat, but it is reflecting a bit of the heat so it doesn't become too hot.",3
136498,"The greenhouse is simalar to a solar oven because the green house is trapping the heat for the flowers to grow, like if you were baking something, you need the heat for the food to cook. ",3
136503,These are similar because they both trap heat and they both get hot.,3
136509,I don know realy because I have never see a solar oven and what it does.,2
141563,it is the same because the sun is going to the plants and the sun was going to the oven,2
136504,I think it is like a solar oven because in 5th grade we did a solar oven and we had a piece of glass with the aluminum foil and we left it in the sun and we got to eat our smores .,2
136490,"Yes because the greenhouse is the atmosphere and the outside is space and where the sun is, and picture b is of the atmosphere and so is a. THe arrows are also the same. ",2
136516,The oven doesn't let heat escape but when it does it's not too much.,3
136507,"Picture A is similar to a solar oven because the greenhouse reflects light and traps heat in the same way that a solar oven would. Picture B is similar to a solar oven because the atmosphere acts as the greenhouse glass when letting light through, but trapping heat inside.",4
136515,Picture A is similar because it keeps the heat inside and makes it warm just like a solar oven.,3
136501,"I think that because, in a solar oven,the heat from the sun would be ""allowed"" into the oven, and it would get trapped inside, to the item inside of the oven would get constant heat.",2
136505,"Picture a is, because, for one thing, the suns rays are going down into the greenhouse, just like the suns rays would go down on the solar oven, and two, once the suns rays go into the greenhouse, the heat from the sun is trapped in the greenhouse, just like the heat gets trapped in the solar oven.",2
,,1
136491,A solar oven absorbs heat and reflects it just like the pictures.,2
136511,because they are both taking in the heat.,3
136513,"1. maybe the solar oven takes in heat and reflects it .
2. Also it shows how heat goes places and can get reflected right back.",2
136502,1.Heat gets traped n the green house which is heating up things.,3
136508,The first reason is that in picture A the greenhouse looks like an oven and that the sun is coming in to it it's absorbing. Secondly the earth gets effected by whatis happining.,2
136493,,1
,,1
136518,,1
136512,They are both similar because a solar oven keeps the heat energy in just like the pictures show.,5
136506,"Well, in a solar oven it traps in heat from the sun like a greenhouse.",2
136497,Im guessing because ovens trap heat inside of the ovean to cook. So like a green house it is traping the heat and the other one is the same.,4
136514,Picture B is similar to the solar oven because like a regular oven there needs to be stored heat in the oven so something could be cooked and it is the same thing with the solar oven the heat from the sun comes toward the solar oven getting trapped inside the oven so that something should be cooked on the solar oven just like a real oven exceot a real oven is used with electricity.,2
136519,They are sort of the same because they both get sun light and both reflect it. They also reflect it and they both give heat back.,4
136522,I think picture A is like a solar oven because a solar oven absorbs sunlight and traps the heat inside.,4
136496,k,1
136517,"This is because they both let heat in, trap it and let it bake the stuff inside. It also has empty space with things inside, and they absorb and reflect lots of heat.",4
136520,,1
136571,One the sun makes ight and heats things up and two the green house is making it warm inside also giving the plants light so the can stay warm.,3
136550,"It looks like the sun waves are trapped a little like the oven would, it is also projecting on certain areas like a solar oven.",4
136557,"The picture b is more like trapping heat, but not enough to cook. The greenhouse is small and trap more heat.",3
136566,the reason why is because they are doing the same thing and they are not letting any heat out,3
136558,Because the solar oven needs sun to cook. And because the oven needs the suns heat to cook.,2
136555,The green house panels bring in the heat and it traps it so it can heat up the room. ,3
136563,You would use a green house effect to keep the heat in ant to help raise the temperature faster.,3
136556,"I chose A because like a solar over, the sun is shining down on the items within it. ",2
136569,Both are similar to a solar oven because the heat is building up.,2
136574,One reason is that both of them can keep the energy and also because both can let the energy pass.,3
136565,,1
136561,The glass keeps the heat inside and the heat is used for power to help the plant grow and the oven used the heat for power too.,2
136583,"1. they trap heat and make it warmer in their ""container.""",3
136551,a solar oven traps the sun so it can bake it  ,2
136549,"The light is absorbs into the green house, earth, and the oven, the it heats up, the release light. ",4
136570,A solar oven is similar to picture A because the solar oven lets the heat and light in and keeps it from escaping. Since picture B is similar to picture A then picture B is also similar to a solar oven.,5
136560,Bcasues it comes in to the oven and it traps like in the oven,3
136572,Both of them becasue there both traping the heat,4
136559,1) it traps heat inside 2)i have no idea what a solar oven actually does,2
136564,"I think neither are similar to the solar oven because I think the solar oven is an oven, that is powered by the sun.",2
136567,"It heats the oven, and keeps the stuff hot.",2
136553,"yes because it shows the light reflecting.
yes because it is using solar energy (radiation) 
 ",3
136546,"The oven heats up things inside, just like the atmosphere or greenhouse",2
136580,"1. picture A is similar to a solar oven because they both need silver stuff at the top of them
2. they both need the sun for energy",2
136576,they are both similar because sun comes in and is trapped. and when the sun comes in it transfers threw layers and is trapped in.,4
136355,"I say yes because they both are light that can't escape, so is a solar oven.",4
136351,The sun has direct contact with the green house and if it doesn't hit the green house it reflects into the green hose.,2
136389,"Both pictures are similar to our solar oven in a few ways. One way is that something keeps solar radiation inside. In picture A the glass keeps the solar radiation in, in picture B the atmosphere keeps the solar radiation in and in our solar oven either plastic wrap or plexiglass keeps solar radiation in. Both of them involve the sun and making things warmer. In all of these some reflection is occurring. In picture A it is the glass, in picture B it is the atmosphere, and in our solar oven the tin foil, if you used it, is reflecting.",5
136373,B because once i put the timfoil and the light hits the timfoil its would go back up.And once it hits it it woud heat up.,2
136377,i choose they both do because the heat is still going into to it and heating it up and also because on picture b the sun is hitting the earth and reflecting off of something ,3
136366,"The first reason why there so similar is that they have to do with the sun. 
Another reason why it is similar is that it's all oe huge cycle.",2
136356,I think that both pictures are similar to a solar oven because we would want the oven to absorb the solar radiation then turn it into heat like how the atmosphere and greenhouse glass did. But we also want it to trap it in and reflect it so it would heat up whatever's inside it.,5
136363,One reason is because the heat would be trapped inside. The other reason is that it would heat whatever is below the glass/atmosphere.,3
136375,Because the greenhouse is made to make things really hot for the way that the plants grow. Also they are alike because they trap heat inside of the house. ,3
136370,I think it would be A because you can see the radiation coming in and it is warming up the plants like an oven would do,3
136391,I chose what I did was look at the picture and it had the glass part looking like the earth.I chose this also because of the it was setup.I also chose this awnser becasue the plants would act a little like the marshmellow.,2
136404,"A solar oven needs to absorb solar energy, and picture A seems to be doing exactly that. ",3
136411,they are slimmer because one they both can trap heat and 2 they can reflect the heat back out.,4
136400,"the atmosphere represents the plastic wrap, and the glass represents the plastic wrap.",2
136460,"One reason that the greenhouse gas was similar to the solar oven was because, they are both trapping heat by using glass or like what we used the foil. Another reason was the way they are made they are trapping the heat which makes it hotter. If it gets hot enough it could possibly cook food.",3
136476,I think they both are like our solar oven because the both show the suns raise coming down and staying in the oven.Also becaus ewe put black paper in the box so the paper will hopefully absorb the suns raise.,4
136462,"Pic A is the same, becasue the greenhouse abosorbs heat and the plants use it. Also the not used heat leaves the greenhouse. Same thing with pic B. Pic B shows the Sun rays going into the atmosphere warming it up. The energy that was not used is going to space. ",4
136504, I think both are similar because one of them is reflecting from the light . Also the other one is absolving the heat .,4
136500,2 reasons are that an oven has a closing surface just like greenhouse gases has a closing. ,2
136490,The all retrieve the light from the sun. They all are solar heat and the solar oven uses heat without electricity. ,4
136505,"Picture A is similar, because the solar radiation gets trapped into the building. This also is the same, because the glass is acting like the plastic wrap in the solar oven.",4
136509,Beaucause the Earth asorbs the heat and the atmoshere is the plasit be geting thhe heat from the sun.,2
136519,It could get some heat and get the heat and trap it inside getting it hot.,3
136495,"They are both like a solar oven because they let in heat and keep most of it in. Also, because they heat what is in the inside.",4
136550,"They both are like a greenhouse, so if I said one was right both would be right, but the main reason it is like a solar oven is because it lets in and traps heat and light, the rays come in through the glass and atmosphere to give us light in heat, it then gets trapped and doesn't escape for a while.",5
136572,The atmosphere traps the heat just like the plastic rap of the solar oven. ,3
136557,They both trap heat in their own way and they both have some heat in the area.,4
136563,they all have a greenhouse gas effect. they also  bounce heat around like the aluminum fiol.,3
136518,"In picture A, the house is absorbing and using heat. Also in picture A, the house is containing heat in an area. I even think picture A is like a solar oven because a solar oven absorbs sunlight and traps the heat inside.",4
136381,"Picture A is similar to a solar oven because with a solar oven, the heat goes inside, something you use on your solar oven that reflects, reflects the heat and keeps it inside the solar oven.",3
136359,They are similar because the sun goes straight through the Plexiglas or plastic wrap depending on what you used. It makes whatever is inside the oven heat up. ,2
136372,"I think picture A is similar to a solar oven because the greenhouse is like the box, and the glass on the greenhouse is like the cover of the solar oven.",2
136382,"One, they both can absorb and trap heat, just like a solar oven. And two, they both have something that reflects heat, a.k.a atmosphere- earth, Aluminum foil- solar oven.",3
136683,because the heat tranfurs to the plants or the heat tranfurs to the earth and both of them don`t have the heat asape,2
136390,"The first picture (picture A) is similar to the boxes because the glass is acting as a reflector and a shield and the things inside are being grown and slightly cooked. Picture two is the greenhouse gasses is the atmosphere is the shield and and the earth is the middle of the box inside and where the heat stays.   
The first picture is in the inside is the plants inside the air outside of the greenhouse is the air outside pf the box letting in the the heat and air into the greenhouse which in this situation is the box. Then finally the second picture picture B the sun is beating down on the earth and the heat and light is reflecting of the earth.",3
136388,"Picture A keeps the heat inside like plastic wrap only it's glass and bigger. Picture B also keeps the heat in because of the atmosphere which is also like the plastic wrap. The darker the buildings the hotter it will be like with the solar oven, the darker the paper the hotter it will be.",4
136362,"They are both similar. They are similar because they use convection, radiation. and conduction just like a solar oven does. They are also similar because heat is being put into an object in both pictures and being reflected but picture A has glass surrounding it and picture B has the atmosphere like the glass. ",3
136374,"Because they both act as a insulator and reflector. 
Also heat can be absorbed and reflected on each one.",3
136380,The plastic wrap on our solar oven is like the glass in a greenhouse and the atmosphere around the earth. It keeps the heat inside a cooks or heating up the inside just like the glass and the atmosphere.,4
136378,"Both pictures get reflected for example pic. A is being reflected by the glass at the top of the green house like a solar oven. Like a solar oven pic A and B are heating something up, in pic A it is the plants, in pic B it is the earth, so in a solar oven the food inside is being cooked.",3
136367,I think they are both similar to the solar oven because in picture A and B they were showing the heat getting trapped in the atmosphere and the green house. when we were working on our solar ovens we were trying to trap the heat in side the oven so it can cook the marshmallow.,4
136352,"They both can trap light and heat from escaping, and also makes it warmer on Earth and in the greenhouse, like a solar oven.",5
136360,Yes they are they have an insulator and are reflecting some heat and taking in some heat. ,3
136379, It takes in solar radiation like the solar oven. It uses glass to keep the heat in just like the  solar oven.,4
6971,The heat that is reflecting is staying inside the earths Atmosphere the sun reflects it bounces. Also because it is hot like an oven.,3
136368,They both have heat come in and keep the heat like you would want for a solar oven. They both also have the heat staying inside of the atmosphere and the greenhouse gasses. ,4
136364,both pictures have the suns rays beating down on them and the pictures have the sun reflecting and absorbing heat.,4
136384,"If the solar oven had plastic wrap or plexiglas then they are both similar. The plastic wrap or plexiglas reflects and conducts heat. Also the things inside (Earth, marshmallow, and plants) need to be heated.",3
136393,"The pictures are similar to a solar oven (with something covering the top), as they both have something covering the top that lets the heat in (atmosphere, glass, cover on top of oven), but only lets some of the heat out. They also all have rays inside of them where the heat bounces around, trying to escape. ",5
136413,They all have something to either trap some heat in and release some heat out and they all have effects in temperature inside that is caused by the sun.,4
136394,Picture A is similar to the solar oven because it lets heat through and it absorbs heats.,2
136405,"I think that that picture A and B are similar to a solar oven because it traps heat in order to grow plants, helps with eccentricity, etc. Another way it is the same as an solar oven is that the atmosphere also reflects heat so that we don't have to much heat so that it gets too hot that we can't even live. ",4
136423,"the plastic on the solar oven traps the solar radiation from the sun inside the box, the box releases inferad from the heat.",4
136398,"These pictures are both similar to a solar oven because they both absorb the heat from the sun and they don't let it escape. Plus, in the pictures the heat spreads through-out the atmosphere and the greenhouse just like a solar oven.",3
136414,I think both are similar because they reflect and absorb light/heat. ,4
136408,"In picture A, the energy is entering the greenhouse but is not able to exit. That is what happened with the solar oven.

In picture B, energy is going down from the sun and when it hits the Earth, it reflects back up. In the solar oven, when the energy hit the aluminum flap, it reflected wherever it was tilted.",5
136420,"Picture B is similar because the sun provides the heat to the Earth and the box. Picture A is similar because the glass reflects the heat back to the plants, the plstic wrap does the same.",3
136419,All three of them trap heat to make something warmer. All of them reflect some heat back.,4
136424,"The are both similar because they all use retain heat, and they all get heat by solar energy.",5
136392,One reason is that picture A is like a solar oven because it's conducting the sun's radiation and trapping that energy or heat in the greenhouse and then it's heating up the inside. It's pretty much goes the same for picture B but it's just a different picture so picture A is like picture B and picture B is like picture A and like I just said it's the same just different pictures.,5
136426,there both bouncing all over the place. and there doing the exact same thing.,3
136685,It shows the light and energy coming in while heating up the area. It also shows the way the energy moves like a solar oven.,3
136403,"Both pictures, picture A and picture B are similar to solar ovens. One reason they are similar is, because the suns heat is coming in the greenhouse to the plants and coming in the atmosphere to the Earth just like how the suns heat comes in the solar ovens through the top. Another reason how picture A and picture B are similar to a solar oven is, because when the suns heat gets into the oven it stays in there and heats up the oven just like how the suns heat comes into the atmosphere and heats the Earth and how the suns heat also comes in the greenhouse and helps the plants grow.",2
136422,I think that its A because some of the sun's heat comes inside the greenhouse and some reflects out of the greenhouse.  Also the heat gets absorbs in the greenhouse.,2
136416,yes because it traps some of the heat but not all of that heat ,3
136425,Picture A is similar because the heat in the greenhouse is getting trapped and the heat in the solar oven gets trapped making hot.,3
136395, Picture A is similar to a solar oven because the glass will insulate the greenhouse like it will insulate our solar oven. Picture B is also similar because most of the heat that hits the solar oven willvet absorbed but a little bit of it will be reflected.,3
136474,"The atmosphere and glass are like the plastic wrap on the solar oven, and the asphalt on our roads attract heat just like the black paper.",2
136467,They are both preventing the heat from leaving increasing the temperature.,4
136463,They are both similar because they both attract and trap the heat.,2
136483,I say they are both similar to a solar oven because they both reflect the heat back into something that takes up the heat.,3
136461,The light is absorbed making it hotter and is used to power other objects just the same as GHgasses ,3
136465,Yes because the solar ovens absorbs the heat and doesn't let it out. ,3
136459,"They both are reflecting and attracting heat, and they both produce heat fixture in both solar radiation and the solar oven resemblance.",2
136485,I picked yes it's similar to picture A because when i did my solar panel we put on a glass and the glass made it heat up plus the foil to and the black paper. Also because the sun will first trap inside the increasing temperature and make it heat up more because in picture A it's in a room with plants and the roof is glass so the sun reflects the glass and the glass will absorb the heat and trap it inside .,3
136455,"My first defense is that the sun is heating the atmosphere. Secondly, which in time (about 4-5 minutes),  would lead up to making it's way inside/on the box, cooking the s'more ingredients accurately and warmly.",2
136453,"First off, they are both conducting sunlight. Second off they are both preventing the heat from leaving, increasing the temperature.",5
136477,"1. reflecting off some thing 

2. both need the sun to heat

3.both have conduction ",3
136517,"I chose that answer because they both let in heat and trap it, they both absorb it, they both trap and provide heat for the things inside, and they both have mixed surfaces that absorb the heat after it passes through their own specialized atmosphere.",4
136496,"plastic wrap concentrates light
Plastic wrap makes it able to trap heat inside",4
136489,"I say that because the sunlight is being trapped inside of the greenhouse, making the heat rise.",4
136511,because we are making heat and there is like an oven in the greenhouse that makes it hot and the solar oven makes it hot inside from the sun just like the greenhouse.,2
136499,"They are both simalar because they both show the greenhouse effect absorbing heat and reflecting heat and, it shows the solar radiation passing through the glass panels or the atmoshphere keeping some heat from escaping.",5
136506,"First of all, they both are similar because they both trap in heat. Second of all, they both conduct heat from the sun like a solar oven.",2
136497,"That is because how the heat goes in and is trapped, also because it warms stuffin a area.",3
136508,"I chose yes, both are similar because the in picture A you can see that light is going to the greenhouse and that is the same thing to picture B.",4
141563,it is the same cause of the heat and that is solor radition and the heat gets trapped.,4
136501,"These are similar because, for one, they are both drawing/collecting heat from the sun, and the both let heat in, and do not let some heat out, much like a solar oven does.",2
136493,They both use solar energy and they both have a layer to keep heat from escaping.,5
136512,If you have a cover that keeps in heat but still lets it in it is like the atmosphere or the glass. Also it heats earth like it would the oven and it keeps earth warm.,3
136503,They are similar because the oven has plastic wrap acting like the atmosphere and the greenhouse has the glass panels. Also they all have room for the heat to move around to make more heat.,3
136498,Picture A is similar because the greenhouse is giving off heat to what's inside the greenhouse. Picture B is also similar because the atmosphere is holding some of the heat but is also giving off some of the heat.  ,3
136520,,1
136494,Picture A is similar because the greenhouse is giving its heat to what's inside of it. Picture B is similar because it is holding some of the heat but also reflecting some of the heat.,3
136514,I chose picture A because just like the solar oven the glass acts like the plastic wrap my group used when assembling the solar oven heat comes in as the glass panels are trying to keep some of it in and some of it comes out while some of the heat reflects out and that's why I chose picture  because that's why picture B is similar to our solar ovens.,2
136522,Picture A is similar to a solar oven because the greenhouse is trapping the heat inside it and the heat is coming in through the glass. ,3
136558,Because heat is going right through the glass just like when it  goes through plastic wrap. And it needs the suns heat to cook.,2
136567,It is because it gets the heat and it bounces all around and  does it agin,2
136555,In both picture the heat that goes inside stays inside and in both picture the heat from the sun heats the object.,2
136571,They are like giant green houses,2
136551,the plastic wrap acts like a greenhouse and our oven will keep our gases  ,2
136566,They are working the same way. They are doing the same thing. And they are heating up the area.,3
136549,"Light comes down and hits the solar oven, then it reflects. That is exactly what is happening in bot of the image. Light also goes threw the roof of the green house and the atmosphere, just like the plastic wrap on the box. I know this from are lab when we did the box's with albito and green hose gasses.",4
136355,"I think that picture A is similar to a solar oven because it absorbs heat just like a solar oven cam. Also, heat can get trapped inside the greenhouse or box, and will bounce everywhere inside.",3
136492,The light is both being trapped in also the light looks like it is going in circles.,4
136361,They both are like a solar oven because they both bring heat in and it heats up the place that it goes into. Another reason is because they both have something for the heat to go through and at the same time it keeps it in.,4
136354,They are both have something like plastic wrap like the atmosphere and the glass and the both use solar radiation to heat up.,4
136387,"In a solar oven you want to keep the heat in but allow it into the oven, just like the glass or the atmosphere do.  They also use rays from the sun to warm the area.  You cause more heat by hving the particles bounce around resulting as heat.",4
136369,"for the first reason the green house keeps the heat in like a solar oven.
 This heat energy is then used for it's own reasons like a solar oven.",4
136351,The both are absorbing and reflecting heat from the sun.,2
136421,"1. The glass is keeping the heat in the green house and the plexi-glass or the plastic rap do the same thing for the oven.
2. Once the heat is in the green house, It cant leave. Same goes for the oven.",3
136397,"It is similar because the greenhouse is similar to a box how the heat can escape, also becaus the glass or plastic wrap acts like an insulator.",2
136412,"the greenhouse looks like a box and how the green hose gadsses never escape, it also shows the glass rough witch reminds me of the plastic wrap i used on my solar oven.",2
136399,they heat making them grow the crops.,2
136402,"The heat is going into the green house and not reflecting, just like the oven. Picture B shows the sun going on Earth, but once it hit the Earth it reflects off the Earth.",2
136396,I picked this because all the tin foil and and dark colored paper attract heat.,2
136407,"A solar oven is a box, a greenhouse is like a box. Also, the energy from sun is needed in both. ",3
136406,The solar oven does reflect but its ment to reflect it insideof the box to heat it up and picture A and B are soppose to reflect the solar radition.,4
136417,I think picture B because it has reflection on it and the second reason is that the sun will create and reflect to earth.,2
136410,beacouse we are trying to make the food inside get heat.,2
136409,,1
136450,It will let heat in and will not let most of it escape.,3
136451,Because in picture a the glass is absorbing the solar energy. Plus in picture b it is reflecting the solar energy but in a greenhouse the solar energy is absorbed so that the plants can get there solar energy supply.,4
136468,In think they're the same because they both keep air in and they both get reflection from the sun.,4
136480,"The reason why I say picture A because, the roof is the protector, and in Solar ovens the plastic wrap/ clear glass is the protector of the solar oven and the heat is getting directed into the box/Greenhouse.",2
136482,"Picture A and Picture B: They both have Solar Radiation coming through the ""top"" of the project. They also both keep the heat inside and don't let it out. ",5
136457,"1.) They're both heating up something within them. A being the plants and B being whatever is living on Earth. Also the solar oven being food.

2.) They all involve heating things up with light and solar radiation.",4
136456,"It is because it shows how the greenhouse effect works, which is similar to a solar oven, and it has both an insulating and conducting section.",2
136454,"1. In the solar ovens we need something on the top to help heat come in.
2.It also traps heat in like the atmosphere does.",3
141561,Two reason why is because they both are showing hoe heat goes in and heats up the Earth and the atmosphere. It also shows how it traps the heat in and then lets it out.,4
136475,They are similar because the earth is like the house on the other picture.,3
141559,well the reason i picked A was because like a solar oven the sun is puting heat in the green house makeing it heat up and B is a know because the sun is not the only thing heating things up their are also gasses and chemicles that create heat.,2
136481,Picture A and B are like a solar oven because there can be plastic wrap or etc. that acts like the glass of a greenhouse or the atmosphere. ,3
136469,Neither are the same because they are both leating heat out and solor ovens do not.,2
136507,"I think picture A is similar to a solar oven because, just like a solar oven, the glass of the greenhouse focuses heat and traps it within afterwards. A greenhouse and a solar oven also both have something within them that needs exposure to the effects of the sun.",3
136502,"1.When solar radiation comes it turns into heat.

2.When the heat is in earths atmosphere most of it won't get out.",4
136515,There both because both use the sun for heat and the absorb the heat but also reflex a little. ,3
136553,They are both similar because they are both adsorbing just like our solar ovens adsorb,2
136583,"1. they both trap heat
2. they make things warmer when in direct sunlight",4
136546,"They are both similiar becasue they have different materials or layers to trap or reflect the sunlight. They also work like a solar oven, keep in heat, make the thing inside hot or cold.",5
136574,,1
136570,"The way a solar oven works is by putting it in the sun and letting it get heated up by the solar and UV rays. In picture A and B the solar rays go through the glass/atmosphere, get trapped, create heat, and warm up the greenhouse/Earth. ",5
136569,"Picture A is similar to a solar oven because it has glass turning solar, to infrared radiation. Both pictures are similar because they are trapping heat.",5
136580,"1. They are both similar to solar ovens because the sun radiates through the greenhouse the same way.
2. Another reason they are similar is because they both use conduction, convection, and radiation the same way.",4
136564,"Both pictures A and B are similar to solar ovens because in picture A, the heat goes into the greenhouse but cannot get out.  In the solar ovens, the heat goes in through the plastic wrap and into the solar oven but it cannot get back out through the plastic wrap and it is trapped. In picture B, heat from the sun goes through Earths atmosphere, but not a lot, and it stays in the atmosphere because it cannot get back out of the atmosphere.  The solar ovens work the same way, where the heat gets trapped inside by the plastic wrap.",4
136559,The heat is trapped inside (for the most part) on both of them ,4
136561,,1
136576,"my response to question 3 is that both pictures a and b are similar to a solar oven because when hot air enters through the glass and atmosphere they stay and not much air is let out. they are similar because air pass through glass,atmosphere,and plastic wrap and heats up the inside. ",3
136556,I said neither are similar because (1) Solar oven-depending on what you use-don't block sun rays.,3
136560,Because they both absorb and they both reflect.,3
139536,Both A and B are similar to a solar oven because heat is trapped inside between the atmosphere or glass. The heat is caused by light from the sun which is beaming through the atmosphere which hits Earth or the plants.,5
139541,Both allow sunlight to heat up the inside and also retain the heat energy.,5
139545,"Yes, both are similar because they both trap heat and store that energy inside.",5
